,n,p,method,gi_c_gate_num,ro_c_gate_num,gi_opt3_c_gate_num,gi_c_fidelity,ro_c_fidelity,gi_opt3_c_fidelity
0,3,1,sabre,446,391,255,0.3103451756633448,0.26149206023726473,0.3131427909439817
1,3,1,HA,224,334,117,0.3943656117564974,0.2591312849121683,0.4164637649444946
2,3,1,MCPE,176,361,108,0.4135676457804098,0.23697250054740054,0.5147430757085601
3,3,1,MCPE_opt,176,199,102,0.387603356467671,0.3188905877179757,0.47774357284090585
