,n,p,method,gi_c_gate_num,ro_c_gate_num,gi_opt3_c_gate_num,gi_c_fidelity,ro_c_fidelity,gi_opt3_c_fidelity
0,3,1,sabre,440,292,249,0.3274177860266446,0.22858643797592665,0.37342653531789893
1,3,1,HA,161,193,114,0.4270374340700321,0.2685562342754506,0.48599176940793704
2,3,1,MCPE,182,271,108,0.44087205706192584,0.23865548752808458,0.43502083232873634
3,3,1,MCPE_opt,179,244,105,0.4861389712765732,0.25606355724033486,0.5293560213449753
