,n,p,method,gi_c_gate_num,ro_c_gate_num,gi_opt3_c_gate_num,gi_c_fidelity,ro_c_fidelity,gi_opt3_c_fidelity
0,2,2,sabre,116,137,170,0.6613457066681108,0.6556934229520187,0.7369996607868182
1,2,2,HA,68,74,71,0.692406219790123,0.7134396556332397,0.6419236669365473
2,2,2,MCPE,53,71,53,0.7090463363502137,0.6628342158252488,0.7979949874371857
3,2,2,MCPE_opt,53,53,53,0.817015436062303,0.8211687416858122,0.8378806512599979
