,n,p,method,gi_c_gate_num,ro_c_gate_num,gi_opt3_c_gate_num,gi_c_fidelity,ro_c_fidelity,gi_opt3_c_fidelity
0,2,3,sabre,207,207,207,0.31590000000000007,0.32280000000000003,0.3240000000000002
1,2,3,HA,114,114,117,0.39770000000000005,0.37390000000000007,0.4700000000000002
2,2,3,MCPE,81,111,81,0.38764999999999994,0.3173,0.429
3,2,3,MCPE_opt,81,81,81,0.53095,0.5287500000000002,0.5370000000000001
