,n,p,method,gi_c_gate_num,ro_c_gate_num,gi_opt3_c_gate_num,gi_c_fidelity,ro_c_fidelity,gi_opt3_c_fidelity
0,3,2,sabre,457,731,471,0.4345729321304521,0.44389893065285146,0.4510568318975799
1,3,2,HA,313,635,216,0.46682449769289114,0.4349065979412695,0.578292251207073
2,3,2,MCPE,370,629,228,0.446796817790157,0.44210016426387977,0.4854269668473564
3,3,2,MCPE_opt,361,560,225,0.4656550005664014,0.4269146349944405,0.5277555372081559
