,n,p,,gi_c_gate_num,ro_c_gate_num,gi_opt3_c_gate_num,gi_c_fidelity,ro_c_fidelity,gi_opt3_c_fidelity
0,3,3,sabre,591,942,714,0.389089697,0.327952368,0.398096785
1,3,3,HA,486,882,366,0.407354465,0.35759343,0.428590867
2,3,3,MCPE,552,1005,348,0.429794311,0.331875145,0.418997634
3,3,3,MCPE_opt,543,840,345,0.462474328,0.352967723,0.474542458
